ogs	type	total	musDom	gloMor	7	droMel	droYak	13	12	droAna	11	droPse	10	droWil	9	8	droMoj	droVir	6	anoGam	anoSte	4	anoDar	3	aedAeg	culQui	5	2	1
sim.4.014	loss	18	1	1	0	0	2	NP	NP	1	NP	4	NP	2	2	1	2	0	0	NP	NP	0	NP	2	NP	NP	0	0	NP
sim.4.014	total	44	5	5	2	4	2	NP	NP	3	NP	7	NP	2	2	1	2	2	0	NP	NP	0	NP	3	NP	NP	0	4	NP
sim.489.114	dup	21	NP	NP	NP	NP	NP	NP	NP	NP	1	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	18	2	NP	NP	NP
sim.489.114	loss	0	NP	NP	NP	NP	NP	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	0	NP	NP	NP
sim.489.114	total	21	NP	NP	NP	NP	NP	NP	NP	NP	1	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	18	2	NP	NP	NP
sim.179.023	dup	27	NP	NP	NP	NP	NP	2	3	NP	1	NP	1	NP	NP	NP	NP	NP	NP	2	5	NP	11	NP	0	2	NP	NP	NP
sim.179.023	loss	6	NP	NP	NP	NP	NP	1	0	NP	1	NP	0	NP	NP	NP	NP	NP	NP	1	2	NP	1	NP	0	0	NP	NP	NP
sim.179.023	total	33	NP	NP	NP	NP	NP	3	3	NP	2	NP	1	NP	NP	NP	NP	NP	NP	3	7	NP	12	NP	0	2	NP	NP	NP
sim.405.023	dup	15	NP	NP	NP	2	0	NP	NP	0	NP	5	NP	0	1	2	4	0	0	NP	NP	1	NP	NP	NP	NP	0	NP	NP
sim.405.023	loss	6	NP	NP	NP	0	1	NP	NP	1	NP	1	NP	1	0	1	0	1	0	NP	NP	0	NP	NP	NP	NP	0	NP	NP
sim.405.023	total	21	NP	NP	NP	2	1	NP	NP	1	NP	6	NP	1	1	3	4	1	0	NP	NP	1	NP	NP	NP	NP	0	NP	NP
sim.316.00057	dup	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.316.00057	loss	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.316.00057	total	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.324.114	dup	99	NP	NP	1	9	29	NP	NP	18	NP	8	NP	6	2	4	3	11	2	NP	NP	6	NP	NP	NP	NP	0	NP	NP
sim.324.114	loss	28	NP	NP	0	3	4	NP	NP	3	NP	4	NP	4	4	1	2	1	1	NP	NP	0	NP	NP	NP	NP	1	NP	NP
sim.324.114	total	127	NP	NP	1	12	33	NP	NP	21	NP	12	NP	10	6	5	5	12	3	NP	NP	6	NP	NP	NP	NP	1	NP	NP
sim.313.034	dup	4	NP	4	NP	NP	NP	NP	NP	NP	NP	0	NP	0	NP	NP	0	NP	NP	NP	NP	0	NP	NP	NP	NP	0	0	NP
sim.313.034	loss	3	1	0	1	NP	NP	NP	NP	NP	NP	0	NP	0	NP	NP	0	1	NP	NP	NP	0	NP	NP	NP	NP	0	0	NP
sim.313.034	total	7	1	4	1	NP	NP	NP	NP	NP	NP	0	NP	0	NP	NP	0	1	NP	NP	NP	0	NP	NP	NP	NP	0	0	NP
sim.524.014	dup	52	1	3	2	2	2	0	NP	5	NP	7	1	0	1	3	4	3	1	0	0	8	0	1	1	NP	1	6	0
sim.524.014	loss	40	1	1	1	0	2	1	NP	6	1	6	0	3	4	3	0	4	0	0	0	2	1	2	0	1	1	0	0
sim.524.014	total	92	2	4	3	2	4	1	NP	11	1	13	1	3	5	6	4	7	1	0	0	10	1	3	1	1	2	6	0
sim.987.114	dup	103	NP	NP	NP	NP	NP	1	1	NP	1	NP	2	NP	NP	NP	NP	NP	NP	15	3	NP	23	NP	13	44	NP	NP	NP
sim.987.114	loss	6	NP	NP	NP	NP	NP	1	1	NP	1	NP	0	NP	NP	NP	NP	NP	NP	0	1	NP	1	NP	1	0	NP	NP	NP
sim.987.114	total	109	NP	NP	NP	NP	NP	2	2	NP	2	NP	2	NP	NP	NP	NP	NP	NP	15	4	NP	24	NP	14	44	NP	NP	NP
sim.413.114	dup	264	27	45	1	21	5	NP	NP	4	NP	35	NP	56	2	7	12	27	3	NP	NP	5	NP	6	NP	NP	4	4	NP
sim.413.114	loss	43	3	3	4	2	3	NP	NP	4	NP	2	NP	4	3	1	2	3	3	NP	NP	2	NP	1	NP	NP	3	0	NP
sim.413.114	total	307	30	48	5	23	8	NP	NP	8	NP	37	NP	60	5	8	14	30	6	NP	NP	7	NP	7	NP	NP	7	4	NP
sim.177.341	dup	906	42	21	6	64	55	NP	NP	110	NP	61	NP	118	10	8	165	232	2	NP	NP	3	NP	2	NP	NP	4	3	NP
sim.177.341	loss	47	1	1	1	7	6	NP	NP	5	NP	4	NP	4	2	3	6	0	2	NP	NP	1	NP	2	NP	NP	2	0	NP
sim.177.341	total	953	43	22	7	71	61	NP	NP	115	NP	65	NP	122	12	11	171	232	4	NP	NP	4	NP	4	NP	NP	6	3	NP
sim.223.00114	dup	2	0	0	0	0	0	NP	0	0	1	0	0	0	0	0	0	0	0	0	NP	0	0	0	1	0	0	0	0
sim.223.00114	loss	1	0	0	0	0	0	NP	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
sim.223.00114	total	3	0	0	0	0	0	NP	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
sim.406.057	dup	172	NP	NP	NP	NP	NP	6	12	NP	1	NP	2	NP	NP	NP	NP	NP	NP	42	37	NP	32	NP	28	12	NP	NP	NP
sim.406.057	loss	20	NP	NP	NP	NP	NP	4	0	NP	2	NP	0	NP	NP	NP	NP	NP	NP	6	4	NP	3	NP	0	1	NP	NP	NP
sim.406.057	total	192	NP	NP	NP	NP	NP	10	12	NP	3	NP	2	NP	NP	NP	NP	NP	NP	48	41	NP	35	NP	28	13	NP	NP	NP
sim.855.034	dup	19	NP	NP	NP	NP	NP	NP	NP	NP	1	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	1	17	NP	NP	NP
sim.855.034	loss	1	NP	NP	NP	NP	NP	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	1	0	NP	NP	NP
sim.855.034	total	20	NP	NP	NP	NP	NP	NP	NP	NP	1	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	2	17	NP	NP	NP
sim.33.00114	dup	2	NP	NP	NP	NP	NP	1	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	1	NP	0	NP	0	0	NP	NP	NP
sim.33.00114	loss	0	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	0	NP	NP	NP
sim.33.00114	total	2	NP	NP	NP	NP	NP	1	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	1	NP	0	NP	0	0	NP	NP	NP
sim.272.014	dup	6	NP	NP	NP	NP	NP	3	1	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	2	NP	0	NP	0	0	NP	NP	NP
sim.272.014	loss	4	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	1	2	NP	1	NP	0	0	NP	NP	NP
sim.272.014	total	10	NP	NP	NP	NP	NP	3	1	NP	0	NP	0	NP	NP	NP	NP	NP	NP	1	4	NP	1	NP	0	0	NP	NP	NP
sim.74.009	dup	17	NP	1	1	0	0	NP	NP	1	NP	0	NP	1	1	0	0	7	0	NP	NP	2	NP	NP	NP	NP	0	3	NP
sim.74.009	loss	15	1	0	1	0	0	NP	NP	0	NP	0	NP	2	1	1	2	2	1	NP	NP	0	NP	3	NP	NP	1	0	NP
sim.74.009	total	32	1	1	2	0	0	NP	NP	1	NP	0	NP	3	2	1	2	9	1	NP	NP	2	NP	3	NP	NP	1	3	NP
sim.650.00114	dup	0	0	0	0	0	0	NP	NP	0	NP	0	NP	0	0	0	0	0	0	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.650.00114	loss	0	0	0	0	0	0	NP	NP	0	NP	0	NP	0	0	0	0	0	0	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.650.00114	total	0	0	0	0	0	0	NP	NP	0	NP	0	NP	0	0	0	0	0	0	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.499.009	dup	3	0	0	0	0	0	NP	NP	0	NP	0	NP	0	1	1	0	1	0	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.499.009	loss	1	0	0	0	0	1	NP	NP	0	NP	0	NP	0	0	0	0	0	0	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.499.009	total	4	0	0	0	0	1	NP	NP	0	NP	0	NP	0	1	1	0	1	0	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.75.00057	dup	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
sim.75.00057	loss	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.75.00057	total	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
sim.451.057	dup	90	NP	NP	NP	NP	NP	3	3	NP	5	NP	1	NP	NP	NP	NP	NP	NP	10	11	NP	13	NP	19	25	NP	NP	NP
sim.451.057	loss	10	NP	NP	NP	NP	NP	1	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	1	2	NP	2	NP	3	1	NP	NP	NP
sim.451.057	total	100	NP	NP	NP	NP	NP	4	3	NP	5	NP	1	NP	NP	NP	NP	NP	NP	11	13	NP	15	NP	22	26	NP	NP	NP
sim.511.009	dup	5	1	NP	0	0	0	NP	NP	0	NP	1	0	NP	0	0	2	0	0	0	NP	0	NP	NP	0	NP	NP	1	0
sim.511.009	loss	8	0	1	0	0	0	NP	NP	0	NP	0	0	2	0	0	0	1	0	0	1	0	1	1	0	1	NP	0	0
sim.511.009	total	13	1	1	0	0	0	NP	NP	0	NP	1	0	2	0	0	2	1	0	0	1	0	1	1	0	1	NP	1	0
sim.690.005	dup	1	NP	0	0	0	1	0	0	0	NP	0	NP	0	0	0	0	0	0	0	0	0	0	NP	NP	NP	0	0	0
sim.690.005	loss	2	1	0	0	0	0	0	0	0	1	0	NP	0	0	0	0	0	0	0	0	0	0	NP	NP	NP	0	0	0
sim.690.005	total	3	1	0	0	0	1	0	0	0	1	0	NP	0	0	0	0	0	0	0	0	0	0	NP	NP	NP	0	0	0
sim.661.00057	dup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.661.00057	loss	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.661.00057	total	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.968.023	dup	11	0	3	NP	2	0	NP	NP	NP	NP	NP	NP	2	NP	1	NP	0	NP	NP	NP	2	NP	0	NP	NP	1	0	NP
sim.968.023	loss	12	0	0	NP	1	0	NP	NP	3	NP	3	NP	1	2	0	1	0	1	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.968.023	total	23	0	3	NP	3	0	NP	NP	3	NP	3	NP	3	2	1	1	0	1	NP	NP	2	NP	0	NP	NP	1	0	NP
sim.336.00057	dup	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
sim.336.00057	loss	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.336.00057	total	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
sim.485.057	dup	20	NP	NP	NP	NP	NP	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	4	16	NP	NP	NP
sim.485.057	loss	0	NP	NP	NP	NP	NP	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	0	NP	NP	NP
sim.485.057	total	20	NP	NP	NP	NP	NP	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	4	16	NP	NP	NP
sim.532.009	dup	9	NP	NP	NP	NP	NP	2	0	NP	NP	NP	1	NP	NP	NP	NP	NP	NP	0	1	NP	0	NP	5	NP	NP	NP	NP
sim.532.009	loss	4	NP	NP	NP	NP	NP	0	1	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	0	1	NP	0	NP	0	2	NP	NP	NP
sim.532.009	total	13	NP	NP	NP	NP	NP	2	1	NP	NP	NP	1	NP	NP	NP	NP	NP	NP	0	2	NP	0	NP	5	2	NP	NP	NP
sim.108.002	dup	0	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	0	NP	NP	NP
sim.108.002	loss	0	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	0	NP	NP	NP
sim.108.002	total	0	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	0	NP	NP	NP
sim.151.005	dup	4	0	0	0	0	0	0	1	0	NP	0	0	1	0	0	0	0	0	0	0	0	1	0	0	NP	0	1	0
sim.151.005	loss	5	1	0	0	0	0	1	0	0	NP	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
sim.151.005	total	9	1	0	0	0	0	1	1	0	NP	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0
sim.417.002	dup	3	0	0	0	0	0	1	0	1	0	0	1	NP	0	0	0	0	0	0	0	0	0	0	0	0	NP	0	0
sim.417.002	loss	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	NP	0	0
sim.417.002	total	6	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	NP	0	0
sim.739.007	dup	1	NP	NP	NP	NP	NP	NP	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	NP	NP	0	NP	0	1	NP	NP	NP
sim.739.007	loss	1	NP	NP	NP	NP	NP	NP	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	1	NP	0	NP	0	0	NP	NP	NP
sim.739.007	total	2	NP	NP	NP	NP	NP	NP	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	1	NP	0	NP	0	1	NP	NP	NP
sim.199.034	dup	24	NP	NP	NP	NP	NP	0	0	NP	3	NP	0	NP	NP	NP	NP	NP	NP	2	3	NP	0	NP	9	7	NP	NP	NP
sim.199.034	loss	2	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	1	1	NP	NP	NP
sim.199.034	total	26	NP	NP	NP	NP	NP	0	0	NP	3	NP	0	NP	NP	NP	NP	NP	NP	2	3	NP	0	NP	10	8	NP	NP	NP
sim.786.00057	dup	0	NP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NP	0	0	0	0	0
sim.786.00057	loss	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NP	0	0	0	0	0
sim.786.00057	total	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NP	0	0	0	0	0
sim.225.023	dup	93	4	10	3	3	4	NP	NP	13	NP	9	NP	12	2	3	7	1	2	NP	NP	7	NP	2	NP	NP	5	6	NP
sim.225.023	loss	46	3	2	1	2	4	NP	NP	4	NP	6	NP	4	5	5	1	3	4	NP	NP	1	NP	0	NP	NP	1	0	NP
sim.225.023	total	139	7	12	4	5	8	NP	NP	17	NP	15	NP	16	7	8	8	4	6	NP	NP	8	NP	2	NP	NP	6	6	NP
sim.571.005	dup	5	NP	NP	NP	NP	NP	0	2	NP	0	NP	1	NP	NP	NP	NP	NP	NP	0	1	NP	1	NP	0	0	NP	NP	NP
sim.571.005	loss	1	NP	NP	NP	NP	NP	0	0	NP	1	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	0	NP	NP	NP
sim.571.005	total	6	NP	NP	NP	NP	NP	0	2	NP	1	NP	1	NP	NP	NP	NP	NP	NP	0	1	NP	1	NP	0	0	NP	NP	NP
sim.602.007	dup	14	1	0	0	0	0	0	1	1	1	0	2	1	NP	0	NP	NP	0	0	0	NP	0	0	5	1	1	0	0
sim.602.007	loss	7	0	0	0	0	0	0	2	0	0	0	0	1	1	0	NP	NP	0	0	0	NP	1	0	2	0	0	0	0
sim.602.007	total	21	1	0	0	0	0	0	3	1	1	0	2	2	1	0	NP	NP	0	0	0	NP	1	0	7	1	1	0	0
sim.988.007	dup	10	2	1	1	0	0	NP	NP	0	NP	0	NP	2	1	0	0	1	0	NP	NP	0	NP	0	NP	NP	0	2	NP
sim.988.007	loss	2	0	0	0	0	0	NP	NP	0	NP	0	NP	0	0	0	0	0	1	NP	NP	1	NP	0	NP	NP	0	0	NP
sim.988.007	total	12	2	1	1	0	0	NP	NP	0	NP	0	NP	2	1	0	0	1	1	NP	NP	1	NP	0	NP	NP	0	2	NP
sim.516.114	dup	937	64	64	5	88	109	NP	NP	39	NP	142	NP	31	27	41	156	118	9	NP	NP	18	NP	7	NP	NP	4	15	NP
sim.516.114	loss	163	8	4	11	13	22	NP	NP	15	NP	13	NP	19	10	0	12	16	4	NP	NP	4	NP	6	NP	NP	6	0	NP
sim.516.114	total	1100	72	68	16	101	131	NP	NP	54	NP	155	NP	50	37	41	168	134	13	NP	NP	22	NP	13	NP	NP	10	15	NP
sim.244.034	dup	48	NP	NP	NP	NP	NP	3	6	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	15	4	NP	19	NP	NP	1	NP	NP	NP
sim.244.034	loss	10	NP	NP	NP	NP	NP	2	0	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	1	4	NP	2	NP	1	0	NP	NP	NP
sim.244.034	total	58	NP	NP	NP	NP	NP	5	6	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	16	8	NP	21	NP	1	1	NP	NP	NP
sim.270.00114	dup	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
sim.270.00114	loss	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.270.00114	total	5	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
sim.978.014	dup	18	NP	NP	NP	NP	NP	3	2	NP	0	NP	1	NP	NP	NP	NP	NP	NP	2	1	NP	4	NP	1	4	NP	NP	NP
sim.978.014	loss	7	NP	NP	NP	NP	NP	2	0	NP	1	NP	0	NP	NP	NP	NP	NP	NP	0	3	NP	1	NP	0	0	NP	NP	NP
sim.978.014	total	25	NP	NP	NP	NP	NP	5	2	NP	1	NP	1	NP	NP	NP	NP	NP	NP	2	4	NP	5	NP	1	4	NP	NP	NP
sim.648.034	dup	73	NP	NP	NP	NP	NP	7	5	NP	4	NP	4	NP	NP	NP	NP	NP	NP	14	15	NP	8	NP	12	4	NP	NP	NP
sim.648.034	loss	17	NP	NP	NP	NP	NP	0	1	NP	3	NP	0	NP	NP	NP	NP	NP	NP	3	3	NP	4	NP	2	1	NP	NP	NP
sim.648.034	total	90	NP	NP	NP	NP	NP	7	6	NP	7	NP	4	NP	NP	NP	NP	NP	NP	17	18	NP	12	NP	14	5	NP	NP	NP
sim.780.007	dup	0	NP	NP	NP	NP	NP	0	0	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	NP	NP	NP	NP
sim.780.007	loss	1	NP	NP	NP	NP	NP	0	0	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	1	NP	NP	NP
sim.780.007	total	1	NP	NP	NP	NP	NP	0	0	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	1	NP	NP	NP
sim.714.014	dup	15	1	1	1	2	1	1	0	0	1	NP	0	NP	NP	0	NP	NP	NP	0	0	NP	0	0	5	1	NP	1	0
sim.714.014	loss	8	0	1	0	0	0	0	0	1	0	1	0	1	1	0	NP	NP	NP	0	1	1	0	0	0	1	NP	0	0
sim.714.014	total	23	1	2	1	2	1	1	0	1	1	1	0	1	1	0	NP	NP	NP	0	1	1	0	0	5	2	NP	1	0
sim.894.007	dup	2	1	0	0	0	0	NP	NP	1	NP	NP	NP	0	0	0	0	0	NP	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.894.007	loss	1	0	0	0	0	0	NP	NP	0	NP	1	NP	0	0	0	0	0	NP	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.894.007	total	3	1	0	0	0	0	NP	NP	1	NP	1	NP	0	0	0	0	0	NP	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.212.034	dup	28	2	0	1	0	0	NP	NP	1	NP	0	NP	17	0	NP	1	0	0	NP	0	1	NP	NP	NP	NP	3	2	0
sim.212.034	loss	20	1	1	0	1	1	NP	NP	0	1	2	NP	2	2	2	0	0	3	1	0	1	1	1	NP	NP	0	0	0
sim.212.034	total	48	3	1	1	1	1	NP	NP	1	1	2	NP	19	2	2	1	0	3	1	0	2	1	1	NP	NP	3	2	0
sim.496.114	dup	72	9	1	2	7	1	NP	NP	19	NP	10	NP	NP	2	1	10	3	2	NP	NP	NP	NP	2	NP	NP	NP	3	NP
sim.496.114	loss	22	1	1	0	0	2	NP	NP	2	NP	2	NP	2	2	2	1	2	0	NP	NP	NP	NP	3	NP	NP	2	0	NP
sim.496.114	total	94	10	2	2	7	3	NP	NP	21	NP	12	NP	2	4	3	11	5	2	NP	NP	NP	NP	5	NP	NP	2	3	NP
sim.675.00114	dup	0	0	0	0	0	0	NP	NP	0	NP	0	NP	0	NP	0	0	NP	0	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.675.00114	loss	1	0	0	0	0	0	NP	NP	0	NP	0	NP	0	NP	0	0	1	0	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.675.00114	total	1	0	0	0	0	0	NP	NP	0	NP	0	NP	0	NP	0	0	1	0	NP	NP	0	NP	0	NP	NP	0	0	NP
sim.645.00057	dup	1	0	0	0	0	0	NP	NP	0	0	0	0	0	0	0	0	0	0	NP	NP	0	0	0	0	1	0	0	0
sim.645.00057	loss	1	0	0	0	0	0	1	NP	0	0	0	0	0	0	0	0	0	0	NP	NP	0	0	0	0	0	0	0	0
sim.645.00057	total	2	0	0	0	0	0	1	NP	0	0	0	0	0	0	0	0	0	0	NP	NP	0	0	0	0	1	0	0	0
sim.960.00057	dup	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.960.00057	loss	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.960.00057	total	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sim.540.057	dup	34	NP	NP	NP	NP	NP	NP	NP	NP	3	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	21	10	NP	NP	NP
sim.540.057	loss	2	NP	NP	NP	NP	NP	NP	NP	NP	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	0	2	NP	NP	NP
sim.540.057	total	36	NP	NP	NP	NP	NP	NP	NP	NP	3	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	21	12	NP	NP	NP
sim.418.00114	dup	7	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
sim.418.00114	loss	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0
sim.418.00114	total	10	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	0
sim.283.057	dup	54	3	5	NP	2	0	NP	3	NP	NP	0	NP	0	1	2	1	0	0	0	7	1	27	0	NP	NP	0	2	0
sim.283.057	loss	18	1	0	2	0	1	1	0	1	1	0	NP	2	2	0	0	1	0	2	1	1	1	1	NP	NP	0	0	0
sim.283.057	total	72	4	5	2	2	1	1	3	1	1	0	NP	2	3	2	1	1	0	2	8	2	28	1	NP	NP	0	2	0
sim.571.007	dup	9	0	0	1	0	0	NP	NP	0	NP	1	NP	0	0	0	1	0	0	NP	NP	2	NP	1	NP	NP	2	1	NP
sim.571.007	loss	9	1	0	0	0	0	NP	NP	1	NP	1	NP	2	1	0	0	1	0	NP	NP	0	NP	1	NP	NP	1	0	NP
sim.571.007	total	18	1	0	1	0	0	NP	NP	1	NP	2	NP	2	1	0	1	1	0	NP	NP	2	NP	2	NP	NP	3	1	NP
sim.9.057	dup	128	14	25	3	12	1	NP	NP	6	NP	13	NP	8	2	4	20	7	0	NP	NP	8	NP	2	NP	NP	1	2	NP
sim.9.057	loss	38	2	0	4	1	5	NP	NP	4	NP	5	NP	6	4	2	1	2	1	NP	NP	1	NP	0	NP	NP	0	0	NP
sim.9.057	total	166	16	25	7	13	6	NP	NP	10	NP	18	NP	14	6	6	21	9	1	NP	NP	9	NP	2	NP	NP	1	2	NP
sim.494.034	dup	49	NP	NP	NP	NP	NP	1	NP	0	1	4	2	NP	NP	NP	NP	NP	0	9	2	NP	NP	NP	22	8	NP	NP	0
sim.494.034	loss	10	NP	NP	NP	NP	NP	0	2	0	0	0	0	1	1	1	NP	NP	0	0	0	NP	1	1	1	2	NP	NP	0
sim.494.034	total	59	NP	NP	NP	NP	NP	1	2	0	1	4	2	1	1	1	NP	NP	0	9	2	NP	1	1	23	10	NP	NP	0
sim.134.007	dup	4	NP	NP	NP	NP	NP	0	1	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	1	2	NP	0	NP	NP	NP	NP	NP	NP
sim.134.007	loss	2	NP	NP	NP	NP	NP	0	0	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	1	0	NP	1	NP	NP	NP	NP	NP	NP
sim.134.007	total	6	NP	NP	NP	NP	NP	0	1	NP	NP	NP	NP	NP	NP	NP	NP	NP	NP	2	2	NP	1	NP	NP	NP	NP	NP	NP
sim.449.005	dup	6	NP	NP	NP	NP	NP	1	3	NP	0	NP	0	NP	NP	NP	NP	NP	NP	0	0	NP	0	NP	1	1	NP	NP	NP
sim.449.005	loss	3	NP	NP	NP	NP	NP	0	0	NP	0	NP	0	NP	NP	NP	NP	NP	NP	1	0	NP	2	NP	0	0	NP	NP	NP
sim.449.005	total	9	NP	NP	NP	NP	NP	1	3	NP	0	NP	0	NP	NP	NP	NP	NP	NP	1	0	NP	2	NP	1	1	NP	NP	NP
sim.704.057	dup	655	57	113	11	36	28	NP	NP	42	NP	64	NP	87	12	19	81	35	3	NP	NP	18	NP	16	NP	NP	9	24	NP
sim.704.057	loss	176	9	10	9	9	17	NP	NP	13	NP	15	NP	18	16	10	7	11	8	NP	NP	7	NP	10	NP	NP	7	0	NP
sim.704.057	total	831	66	123	20	45	45	NP	NP	55	NP	79	NP	105	28	29	88	46	11	NP	NP	25	NP	26	NP	NP	16	24	NP
sim.664.057	dup	190	16	10	5	8	9	NP	NP	29	NP	11	NP	25	7	6	35	12	0	NP	NP	5	NP	2	NP	NP	4	6	NP
